-0.0028377,0.0019805,0.0020284,0.0020476,0.0020166,0.0021478,0.0021343,0.0021955,0.0023253,0.0023219,0.0024383,0.0025306,0.0025643,0.0026575,0.0027412,0.0027633,0.0028404,0.0029564,0.0030018,0.0032515,0.0035586,0.0038291,0.0046815,0.0053956,0.0047503,0.0034481,0.0025379,0.0021643,0.0019321,0.0017626,0.0017142,0.0015335,0.0015257,0.0014847,0.0013412,0.0014476,0.0013416,0.0013158,0.0014114,0.0012932,0.0013604,0.0013842,0.0013374,0.0013816,0.0013900,0.0013717,0.0013632,0.0013831,0.0012997,0.0012330,0.0011646,0.0008687,0.0006081,0.0003160,-0.0004581,-0.0007902,0.0001739,0.0014612,0.0021057,0.0022260,0.0021935,0.0021427,0.0020804,0.0067696,
-0.0045306,0.0003229,0.0003819,0.0003845,0.0004452,0.0004867,0.0005057,0.0005838,0.0006120,0.0006674,0.0007309,0.0007747,0.0008368,0.0008862,0.0009460,0.0009895,0.0010452,0.0011469,0.0012150,0.0014106,0.0017010,0.0018849,0.0024703,0.0030960,0.0025066,0.0011378,0.0001899,-0.0001705,-0.0002915,-0.0003286,-0.0003715,-0.0004050,-0.0004027,-0.0004563,-0.0004649,-0.0004815,-0.0005409,-0.0005333,-0.0005846,-0.0006294,-0.0006348,-0.0007023,-0.0007236,-0.0007593,-0.0008125,-0.0008399,-0.0008786,-0.0009135,-0.0009861,-0.0010438,-0.0011512,-0.0014124,-0.0016376,-0.0020284,-0.0028233,-0.0029582,-0.0019261,-0.0007786,-0.0001728,0.0000161,0.0001228,0.0001857,0.0002079,0.0049973,
-0.0045062,0.0002515,0.0003211,0.0003526,0.0003784,0.0004497,0.0004828,0.0005376,0.0006018,0.0006562,0.0007188,0.0007883,0.0008600,0.0009117,0.0009828,0.0010508,0.0010984,0.0012081,0.0012925,0.0014459,0.0017425,0.0018937,0.0023244,0.0030279,0.0026857,0.0013130,0.0001995,-0.0002594,-0.0003764,-0.0004172,-0.0004582,-0.0004588,-0.0004782,-0.0005134,-0.0004968,-0.0005453,-0.0005710,-0.0005552,-0.0006325,-0.0006305,-0.0006487,-0.0007239,-0.0007093,-0.0007610,-0.0008049,-0.0008143,-0.0008549,-0.0008943,-0.0009641,-0.0010110,-0.0011656,-0.0014233,-0.0016479,-0.0022139,-0.0029392,-0.0027253,-0.0015889,-0.0006320,-0.0001940,-0.0000415,0.0000416,0.0001205,0.0001389,0.0049262,
-0.0044929,0.0001909,0.0002544,0.0003094,0.0003197,0.0004052,0.0004507,0.0004953,0.0005784,0.0006383,0.0007164,0.0007960,0.0008781,0.0009530,0.0010272,0.0011203,0.0011733,0.0012818,0.0013976,0.0015082,0.0017850,0.0019263,0.0022124,0.0029028,0.0027773,0.0014473,0.0001920,-0.0003483,-0.0004772,-0.0005099,-0.0005367,-0.0005240,-0.0005485,-0.0005603,-0.0005437,-0.0005969,-0.0005916,-0.0005925,-0.0006645,-0.0006310,-0.0006747,-0.0007263,-0.0007006,-0.0007730,-0.0007837,-0.0007969,-0.0008497,-0.0008765,-0.0009427,-0.0010088,-0.0011953,-0.0014304,-0.0017270,-0.0024430,-0.0029508,-0.0023964,-0.0012707,-0.0005268,-0.0002344,-0.0000907,-0.0000314,0.0000496,0.0000794,0.0048496,
-0.0045163,0.0001435,0.0001815,0.0002494,0.0002781,0.0003454,0.0004058,0.0004645,0.0005420,0.0006152,0.0007180,0.0007950,0.0008963,0.0010084,0.0010742,0.0012000,0.0012795,0.0013726,0.0015186,0.0015991,0.0018289,0.0019592,0.0021182,0.0027499,0.0027815,0.0015072,0.0001602,-0.0004465,-0.0005921,-0.0006003,-0.0006092,-0.0005987,-0.0006112,-0.0005997,-0.0006035,-0.0006311,-0.0006075,-0.0006429,-0.0006704,-0.0006393,-0.0007130,-0.0007076,-0.0007030,-0.0007884,-0.0007555,-0.0007952,-0.0008472,-0.0008551,-0.0009355,-0.0010312,-0.0012282,-0.0014639,-0.0018983,-0.0026461,-0.0028237,-0.0020124,-0.0010021,-0.0004687,-0.0002767,-0.0001370,-0.0000972,-0.0000260,0.0000296,0.0047570,
-0.0045850,0.0000961,0.0001108,0.0001831,0.0002325,0.0002754,0.0003526,0.0004288,0.0004973,0.0005861,0.0007085,0.0007920,0.0009173,0.0010639,0.0011351,0.0012947,0.0014114,0.0014827,0.0016497,0.0017066,0.0018650,0.0019692,0.0020214,0.0025787,0.0026959,0.0014840,0.0000877,-0.0005640,-0.0007034,-0.0006941,-0.0006833,-0.0006694,-0.0006680,-0.0006415,-0.0006569,-0.0006572,-0.0006298,-0.0006836,-0.0006657,-0.0006594,-0.0007376,-0.0006868,-0.0007251,-0.0007862,-0.0007312,-0.0008123,-0.0008325,-0.0008436,-0.0009516,-0.0010564,-0.0012679,-0.0015569,-0.0021442,-0.0027642,-0.0025570,-0.0016240,-0.0008052,-0.0004492,-0.0003146,-0.0001876,-0.0001489,-0.0001021,-0.0000232,0.0046656,
-0.0046835,0.0000315,0.0000499,0.0001125,0.0001673,0.0002094,0.0002940,0.0003686,0.0004519,0.0005514,0.0006798,0.0007930,0.0009351,0.0011098,0.0012176,0.0014070,0.0015500,0.0016173,0.0017816,0.0017967,0.0018708,0.0019300,0.0018977,0.0023797,0.0025304,0.0013782,-0.0000416,-0.0007009,-0.0008051,-0.0007883,-0.0007595,-0.0007283,-0.0007169,-0.0006883,-0.0006936,-0.0006798,-0.0006645,-0.0007047,-0.0006657,-0.0006933,-0.0007328,-0.0006753,-0.0007609,-0.0007573,-0.0007188,-0.0008372,-0.0008062,-0.0008575,-0.0009901,-0.0010793,-0.0013291,-0.0017363,-0.0023848,-0.0027371,-0.0021955,-0.0012760,-0.0006881,-0.0004470,-0.0003496,-0.0002516,-0.0001899,-0.0001696,-0.0000932,0.0045952,
-0.0047878,-0.0000466,-0.0000123,0.0000400,0.0000865,0.0001455,0.0002253,0.0002896,0.0004001,0.0005009,0.0006326,0.0007908,0.0009451,0.0011468,0.0013177,0.0015227,0.0016799,0.0017549,0.0018756,0.0018246,0.0018167,0.0018146,0.0017200,0.0021494,0.0022990,0.0011750,-0.0002230,-0.0008457,-0.0009077,-0.0008707,-0.0008258,-0.0007840,-0.0007613,-0.0007336,-0.0007205,-0.0006997,-0.0007008,-0.0007096,-0.0006733,-0.0007289,-0.0007109,-0.0006836,-0.0007814,-0.0007140,-0.0007442,-0.0008420,-0.0007709,-0.0008993,-0.0010270,-0.0011308,-0.0014504,-0.0020066,-0.0025421,-0.0025373,-0.0018090,-0.0010005,-0.0006432,-0.0004538,-0.0003734,-0.0003192,-0.0002390,-0.0002221,-0.0001698,0.0045488,
-0.0048779,-0.0001231,-0.0000865,-0.0000344,0.0000040,0.0000634,0.0001444,0.0002062,0.0003228,0.0004336,0.0005703,0.0007663,0.0009418,0.0011787,0.0014096,0.0016140,0.0017734,0.0018250,0.0018542,0.0017402,0.0016702,0.0015941,0.0014831,0.0019018,0.0020113,0.0008695,-0.0004496,-0.0009806,-0.0010080,-0.0009407,-0.0008819,-0.0008358,-0.0007977,-0.0007656,-0.0007467,-0.0007187,-0.0007233,-0.0007101,-0.0006904,-0.0007458,-0.0006872,-0.0007141,-0.0007710,-0.0006807,-0.0007977,-0.0008047,-0.0007571,-0.0009650,-0.0010253,-0.0012342,-0.0016823,-0.0022932,-0.0025613,-0.0022063,-0.0014645,-0.0008151,-0.0006272,-0.0004807,-0.0003968,-0.0003699,-0.0003009,-0.0002636,-0.0002395,0.0045208,
-0.0049514,-0.0001944,-0.0001755,-0.0001128,-0.0000808,-0.0000430,0.0000544,0.0001112,0.0002149,0.0003507,0.0004891,0.0007060,0.0009176,0.0011877,0.0014476,0.0016239,0.0017412,0.0017319,0.0016627,0.0015192,0.0014145,0.0012802,0.0012148,0.0016438,0.0016589,0.0004897,-0.0007043,-0.0011054,-0.0010860,-0.0009956,-0.0009317,-0.0008712,-0.0008252,-0.0007883,-0.0007630,-0.0007354,-0.0007341,-0.0007116,-0.0007119,-0.0007382,-0.0006698,-0.0007534,-0.0007378,-0.0006720,-0.0008483,-0.0007390,-0.0008040,-0.0010235,-0.0009707,-0.0013836,-0.0020118,-0.0024495,-0.0023914,-0.0018421,-0.0011790,-0.0007328,-0.0006082,-0.0005169,-0.0004330,-0.0004008,-0.0003686,-0.0003093,-0.0002981,0.0045080,
-0.0050269,-0.0002628,-0.0002700,-0.0002013,-0.0001706,-0.0001584,-0.0000548,-0.0000023,0.0000824,0.0002381,0.0003769,0.0006093,0.0008618,0.0011326,0.0013611,0.0014646,0.0015016,0.0014343,0.0013204,0.0011917,0.0010782,0.0009232,0.0009517,0.0013825,0.0012425,0.0000660,-0.0009500,-0.0012089,-0.0011381,-0.0010346,-0.0009679,-0.0008915,-0.0008414,-0.0008051,-0.0007696,-0.0007479,-0.0007415,-0.0007085,-0.0007245,-0.0007225,-0.0006699,-0.0007796,-0.0006936,-0.0007000,-0.0008644,-0.0006782,-0.0009131,-0.0010377,-0.0009525,-0.0016270,-0.0023634,-0.0023948,-0.0020699,-0.0015351,-0.0009523,-0.0007255,-0.0005902,-0.0005422,-0.0004777,-0.0004273,-0.0004238,-0.0003682,-0.0003449,0.0045024,
-0.0051215,-0.0003318,-0.0003589,-0.0003078,-0.0002642,-0.0002770,-0.0001929,-0.0001326,-0.0000724,0.0000845,0.0002273,0.0004739,0.0007484,0.0009620,0.0011062,0.0011185,0.0010886,0.0010233,0.0009381,0.0008486,0.0007282,0.0005907,0.0007392,0.0011212,0.0007724,-0.0003681,-0.0011524,-0.0012696,-0.0011628,-0.0010547,-0.0009787,-0.0008992,-0.0008462,-0.0008098,-0.0007703,-0.0007507,-0.0007443,-0.0007054,-0.0007233,-0.0007117,-0.0006837,-0.0007690,-0.0006624,-0.0007550,-0.0008280,-0.0006621,-0.0010449,-0.0010205,-0.0010990,-0.0020497,-0.0026232,-0.0021785,-0.0017333,-0.0012993,-0.0007979,-0.0007372,-0.0005871,-0.0005594,-0.0005247,-0.0004570,-0.0004655,-0.0004390,-0.0003872,0.0044941,
